ID	Accession	Type	Description
MIR831	RF03828	Gene; miRNA;	MIR831 microRNA precursor family
MIR834	RF04137	Gene; miRNA;	MIR834 microRNA precursor family
MIR837	RF04099	Gene; miRNA;	MIR837 microRNA precursor family
MIR838	RF03974	Gene; miRNA;	MIR838 microRNA precursor family
MIR840	RF03672	Gene; miRNA;	MIR840 microRNA precursor family
MIR841	RF04139	Gene; miRNA;	MIR841 microRNA precursor family
MIR842	RF03461	Gene; miRNA;	MIR842 microRNA precursor family
MIR844	RF04148	Gene; miRNA;	MIR844 microRNA precursor family
MIR845_1	RF00901	Gene; miRNA;	microRNA MIR845_1
MIR845_2	RF00975	Gene; miRNA;	microRNA MIR845_2
MIR848	RF03308	Gene; miRNA;	MIR848 microRNA precursor family
MIR851	RF03702	Gene; miRNA;	MIR851 microRNA precursor family
MIR854	RF00893	Gene; miRNA;	microRNA MIR854
MIR856	RF04153	Gene; miRNA;	MIR856 microRNA precursor family
MIR8562	RF04128	Gene; miRNA;	MIR8562 microRNA precursor family
MIR8565	RF04124	Gene; miRNA;	MIR8565 microRNA precursor family
MIR859	RF03762	Gene; miRNA;	MIR859 microRNA precursor family
MIR860	RF03921	Gene; miRNA;	MIR860 microRNA precursor family
MIR861	RF03263	Gene; miRNA;	MIR861 microRNA precursor family
MIR862	RF04187	Gene; miRNA;	MIR862 microRNA precursor family
MIR8622	RF04141	Gene; miRNA;	MIR8622 microRNA precursor family
MIR862_2	RF03477	Gene; miRNA;	MIR862_2 microRNA precursor family
MIR868	RF04160	Gene; miRNA;	MIR868 microRNA precursor family
MIR869	RF04143	Gene; miRNA;	MIR869 microRNA precursor family
MIR8703	RF03759	Gene; miRNA;	MIR8703 microRNA precursor family
MIR8706	RF04145	Gene; miRNA;	MIR8706 microRNA precursor family
MIR8742	RF04208	Gene; miRNA;	MIR8742 microRNA precursor family
MIR8757	RF03617	Gene; miRNA;	MIR8757 microRNA precursor family
MIR8788	RF03296	Gene; miRNA;	MIR8788 microRNA precursor family
MIR898	RF03976	Gene; miRNA;	MIR898 microRNA precursor family
MIR904	RF03413	Gene; miRNA;	MIR904 microRNA precursor family
MIR918	RF04104	Gene; miRNA;	MIR918 microRNA precursor family
MIR9408	RF04125	Gene; miRNA;	MIR9408 microRNA precursor family
MIR946	RF04015	Gene; miRNA;	MIR946 microRNA precursor family
MIR9471	RF04098	Gene; miRNA;	MIR9471 microRNA precursor family
MIR9481	RF04118	Gene; miRNA;	MIR9481 microRNA precursor family
MIR9486	RF04157	Gene; miRNA;	MIR9486 microRNA precursor family
MIR949	RF04062	Gene; miRNA;	MIR949 microRNA precursor family
MIR950	RF04019	Gene; miRNA;	MIR950 microRNA precursor family
MIR9560	RF03224	Gene; miRNA;	MIR9560 microRNA precursor family
MIR9563	RF03940	Gene; miRNA;	MIR9563 microRNA precursor family
MIR9657	RF03209	Gene; miRNA;	MIR9657 microRNA precursor family
MIR9662	RF04162	Gene; miRNA;	MIR9662 microRNA precursor family
MIR9666	RF03465	Gene; miRNA;	MIR9666 microRNA precursor family
MIR9672	RF04116	Gene; miRNA;	MIR9672 microRNA precursor family
MIR9677	RF03685	Gene; miRNA;	MIR9677 microRNA precursor family
MIR9746	RF04095	Gene; miRNA;	MIR9746 microRNA precursor family
MIR9772	RF03248	Gene; miRNA;	MIR9772 microRNA precursor family
MIR9776	RF03646	Gene; miRNA;	MIR9776 microRNA precursor family
MIR9783	RF04144	Gene; miRNA;	MIR9783 microRNA precursor family
MISL	RF03079	Gene; sRNA;	MISL RNA
MNV_3UTR	RF02532	Cis-reg;	Murine norovirus 3'UTR
Moco-II	RF01713	Cis-reg;	Moco-II RNA
MOCO_RNA_motif	RF01055	Cis-reg; riboswitch;	Moco (molybdenum cofactor) riboswitch
MOSES4	RF02640	Gene; sRNA;	S. pyogenes small RNA MOSES4
MPMV_package	RF00459	Cis-reg;	Mason-Pfizer monkey virus packaging signal
mraW	RF01746	Cis-reg;	mraW RNA
Ms1	RF02566	Gene; sRNA;	Mycobacterium smegmatis small RNA 1
MS2	RF02359	Cis-reg;	Bacteriophage MS2 operator hairpin
msiK	RF01747	Cis-reg;	msiK RNA
msr	RF00170	Gene;	Retron msr RNA
Ms_AS-1	RF02463	Gene; sRNA;	Mycobacterium sRNA Ms_AS-1
Ms_AS-4	RF02464	Gene; sRNA;	Actinobacteria sRNA Ms_AS-4
Ms_AS-5	RF02465	Gene; sRNA;	Mycobacterium sRNA Ms_AS-5
Ms_AS-8	RF02466	Gene; sRNA;	Actinobacteria sRNA Ms_AS-8
Ms_IGR-2	RF02467	Gene; sRNA;	Mycobacterium sRNA Ms_IGR-2
Ms_IGR-4	RF02468	Gene; sRNA;	Mycobacterium sRNA Ms_IGR-4
Ms_IGR-5	RF02471	Gene; sRNA;	Actinobacteria sRNA Ms_IGR-5
Ms_IGR-7	RF02469	Gene; sRNA;	Actinobacteria sRNA Ms_IGR-7
Ms_IGR-8	RF02470	Gene; sRNA;	Mycobacterium sRNA Ms_IGR-8
mt-tmRNA	RF02544	Gene;	Mitochondrion-encoded tmRNA
mtDNA_ssA	RF01853	Gene; antisense;	Mitochondrial DNA control region secondary structure A
MtlS	RF02268	Gene; sRNA;	MtlS RNA
mtPerm-5S	RF02547	Gene; rRNA;	Permuted mitochondrial genome encoded 5S rRNA
Mu-gpT-DE	RF03012	Gene; sRNA;	Mu-gpT-DE RNA
mycoplasma_FSE	RF01842	Cis-reg; frameshift_element;	mycoplasma ribosomal frameshift element
n00280	RF03531	Gene; sRNA;	Clostridioides difficile sRNA included into helicase gene
nadA	RF03013	Gene; sRNA;	nadA RNA
narK	RF03032	Cis-reg;	narK RNA
naRNA4	RF02564	Gene; sRNA;	Nucleoid-associated noncoding RNA 4 (CssrE)
NBR2	RF02153	Gene; lncRNA;	Neighbour of BRCA1 gene 2 converved region
ncr1015	RF02449	Gene; sRNA;	Bacillus sRNA ncr1015
ncr1175	RF02450	Gene; sRNA;	Bacillus sRNA ncr1175
ncr1241	RF02451	Gene; sRNA;	Bacillus sRNA ncr1241
ncr1575	RF02452	Gene; sRNA;	Bacillus sRNA ncr1575
ncr952	RF02453	Gene; sRNA;	Bacillus sRNA ncr952
ncr982	RF02454	Gene; sRNA;	Bacillus sRNA ncr982
ncrMT1302	RF02341	Gene; sRNA;	Mycobacterium sRNA ncrMT1302
NCRUPAR_1	RF02154	Gene; lncRNA;	Non-protein coding RNA, upstream of F2R/PAR1 conserved region 1
NCRUPAR_2	RF02155	Gene; lncRNA;	Non-protein coding RNA, upstream of F2R/PAR1 conserved region 2
ncRv12659	RF02659	Gene; sRNA;	ncRv12659 sRNA
Ncrwmel02	RF02749	Gene; sRNA;	Wolbachia sRNA mel02
ncS01	RF02865	Gene; sRNA;	Burkholderia sRNA 1
ncS011	RF02867	Gene; sRNA;	Burkholderia sRNA 11
ncS025	RF02869	Gene; sRNA;	Burkholderia sRNA 25
ncS035	RF02870	Gene; sRNA;	Burkholderia sRNA 35
ncS037	RF02868	Gene; sRNA;	Burkholderia sRNA 37
ncS16	RF02866	Gene; sRNA;	Burkholderia sRNA 16 (Bc_KC_sr1)
ncS54	RF02871	Gene; sRNA;	Burkholderia sRNA 54
NEAT1_1	RF01955	Gene; lncRNA;	Nuclear enriched abundant transcript 1 conserved region 1
NEAT1_2	RF01956	Gene; lncRNA;	Nuclear enriched abundant transcript 1 conserved region 2
NEAT1_3	RF01957	Gene; lncRNA;	Nuclear enriched abundant transcript 1 conserved region 3
neisseria_FSE	RF01843	Cis-reg; frameshift_element;	neiserria ribosomal frameshift element
nhaA-I	RF03057	Cis-reg; riboswitch;	nhaA-I RNA
nhaA-II	RF03038	Cis-reg;	nhaA-II RNA
NiCo	RF02683	Cis-reg; riboswitch;	NiCo riboswitch
NiCo-AnGGAG	RF03164	Cis-reg;	NiCo-AnGGAG riboswitch
NLPC-P60	RF03033	Cis-reg;	NLPC-P60 RNA
NmsRb	RF02877	Gene; sRNA;	Neisseria metabolic switch regulator b (RcoF1/NgncR163)
Noro_CRE	RF02534	Cis-reg;	Norovirus cis-acting replication element (CRE)
nos_TCE	RF00161	Cis-reg;	Nanos 3' UTR translation control element
npcTB_6715	RF02886	Gene; sRNA;	Mycobacterium sRNA 6715
NPPA-AS1_1	RF02156	Gene; lncRNA;	NPPA antisense RNA 1 conserved region 1
NPPA-AS1_2	RF02157	Gene; lncRNA;	NPPA antisense RNA 1 conserved region 2
NPPA-AS1_3	RF02158	Gene; lncRNA;	NPPA antisense RNA 1 conserved region 3
nqrA-Marinomonas	RF03035	Gene; sRNA;	nqrA-Marinomonas RNA
nrdJ	RF03034	Gene; sRNA;	nrdJ RNA
NRF2_IRES	RF02531	Cis-reg; IRES;	Nrf2 internal ribosome entry site (IRES)
NRON	RF00636	Gene;	ncRNA Repressor of NFAT (nuclear factor of activated T cells)
NrrF	RF01416	Gene; antisense;	NrrF RNA
NrsZ	RF02695	Gene; sRNA;	Nitrogen regulated small RNA
nse_sRNA	RF02270	Gene;	Neisseria sigma-E sRNA
NsiR1	RF02399	Gene; sRNA;	Nitrogen stress-induced RNA 1
NsiR4	RF02677	Gene; sRNA;	Nitrogen stress-induced RNA 4
NsiR8	RF02593	Gene; sRNA;	Nitrogen stress-induced RNA 8
NsiR9	RF02594	Gene; sRNA;	Nitrogen stress-induced RNA 9
nuoG	RF01748	Cis-reg;	nuoG RNA
Ocean-V	RF01714	Gene; sRNA;	Ocean-V RNA
Ocean-VII	RF03092	Gene; sRNA;	Ocean-VII RNA
ODC_IRES	RF02535	Cis-reg; IRES;	ODC internal ribosome entry site (IRES)
ohsC_RNA	RF02495	Gene; antitoxin;	Oppression of Hydrophobic ORF by sRNA
OLE	RF01071	Gene;	Ornate Large Extremophilic RNA
OmrA-B	RF00079	Gene; sRNA;	OmrA-B family
OppA_thermometer	RF02777	Cis-reg; thermoregulator;	OppA 5' UTR thermometer
OrzO-P	RF02083	Gene; antitoxin;	OrzO-P RNA antitoxin family
Oskar_OES	RF02548	Cis-reg;	Oocyte entry signal (OES) from oskar mRNA
osmY	RF03036	Gene; sRNA;	osmY RNA
OTKONC	RF03053	Gene; sRNA;	OTKONC RNA
ovine_lenti_FSE	RF01840	Cis-reg; frameshift_element;	ribosomal frameshift element
OxyS	RF00035	Gene; sRNA;	OxyS RNA
P1	RF00623	Gene;	Pseudomonas sRNA P1
P10	RF01668	Gene; sRNA;	Pseudomonas sRNA P10
P11	RF00625	Gene;	Pseudomonas sRNA P11
P13	RF01665	Gene; sRNA;	Pseudomonas sRNA P13
P14	RF01669	Gene; sRNA;	Pseudomonas sRNA P14
P15	RF00627	Gene;	Pseudomonas sRNA P15
P17	RF01670	Gene; sRNA;	Pseudomonas sRNA P17
P18	RF01671	Gene; sRNA;	Pseudomonas sRNA P18
P2	RF01672	Gene; sRNA;	Psudomonas sRNA P2
P24	RF00629	Gene;	Pseudomonas sRNA P24
P26	RF00630	Gene;	Pseudomonas sRNA P26
P27	RF01674	Gene; sRNA;	Pseudomonas sRNA P27
p27_CRE	RF00454	Cis-reg;	p27 cis-regulatory element
P31	RF01676	Gene; sRNA;	Pseudomonas sRNA P31
P33	RF02404	Gene; sRNA;	Pseudomonas sRNA P33
P34	RF02405	Gene; sRNA;	Pseudomonas sRNA P34
P35	RF01677	Gene; sRNA;	Pseudomonas sRNA P35
P36	RF01679	Gene; sRNA;	Pseudomonas sRNA P36
P37	RF01678	Gene; sRNA;	Pseudomonas sRNA P37
P4	RF01681	Gene; sRNA;	Pseudomonas sRNA P4
P5	RF01680	Gene; sRNA;	Pseudomonas sRNA P5
P6	RF01683	Gene; sRNA;	Pseudomonas sRNA P6
P8	RF01682	Gene; sRNA;	Pseudomonas sRNA P8
P9	RF00624	Gene;	Pseudomonas sRNA P9
PA5194_thermometer	RF02813	Cis-reg; thermoregulator;	Pseudomonas PA5194 thermometer
Pab160	RF02796	Gene; snRNA; snoRNA; HACA-box;	Pab160 RNA
Pab19	RF02794	Gene; snRNA; snoRNA; HACA-box;	Pab19 RNA
Pab91	RF02795	Gene; snRNA; snoRNA; HACA-box;	Pab91 RNA
PAGEV	RF03037	Gene; sRNA;	PAGEV RNA
pan	RF01749	Cis-reg;	pan motif
Parabacteroides-1	RF03088	Gene; sRNA;	Parabacteroides-1 RNA
Parecho_CRE	RF00499	Cis-reg;	Human parechovirus 1 (HPeV1) cis regulatory element (CRE)
PART1_1	RF02159	Gene; lncRNA;	Prostate androgen-regulated transcript 1 conserved region 1
PART1_2	RF02160	Gene; lncRNA;	Prostate androgen-regulated transcript 1 conserved region 2
PART1_3	RF02161	Gene; lncRNA;	Prostate androgen-regulated transcript 1 conserved region 3
patAB	RF02907	Cis-reg; leader;	patAB leader
PCA3_2	RF01894	Gene; lncRNA;	Prostate cancer antigen RNA 3 conserved region 2
PCGEM1	RF01981	Gene; lncRNA;	Prostate-specific transcript 1
Pedo-repair	RF01715	Cis-reg;	Pedo-repair RNA
pemK	RF02913	Cis-reg;	pemK RNA
PepN_thermometer	RF02779	Cis-reg; thermoregulator;	PepN 5' UTR thermometer
Peptidase-S11	RF03039	Cis-reg;	Peptidase-S11 RNA
PGK	RF03040	Cis-reg;	PGK RNA
Phage_pRNA	RF00044	Gene;	Bacteriophage pRNA
Phe_leader	RF01859	Cis-reg; leader;	Phenylalanine leader peptide
PhotoRC-I	RF01716	Cis-reg;	PhotoRC-I RNA
PhotoRC-II	RF01717	Cis-reg;	PhotoRC-II RNA
PhrS	RF01673	Gene; sRNA;	PhrS
Pinc	RF01983	Gene; lncRNA;	Pregnancy induced noncoding RNA
PinT	RF01404	Gene; sRNA;	PinT (STnc440) Hfq binding RNA
PISRT1	RF01873	Gene; lncRNA;	Polled intersex syndrome regulated transcript 1
Pistol	RF02679	Gene; ribozyme;	Pistol ribozyme
PK-BYV	RF01100	Cis-reg;	3'-terminal pseudoknot in BYV
PK-CuYV_BPYV	RF01095	Cis-reg;	3'-terminal pseudoknot of CuYV/BPYV
PK-HAV	RF01096	Cis-reg;	HepA virus 3'-terminal pseudoknot
PK-IAV	RF01099	Cis-reg;	Pseudoknot of influenza A virus gene
PK-PYVV	RF01078	Cis-reg;	3'-terminal pseudoknot in PYVV
PK-repBA	RF01089	Cis-reg;	Pseudoknot of the regulatory region of the repBA gene
PK-repZ	RF01087	Cis-reg;	Pseudoknot of the regulatory region of the repZ gene
PK-SPCSV	RF01091	Cis-reg;	3'-terminal pseudoknot in SPCSV
PK1-TEV_CVMV	RF01102	Cis-reg; leader;	5'-leader pseudoknot of TEV/CVMV
Plant_SRP	RF01855	Gene;	Plant signal recognition particle RNA
Plant_U3	RF01847	Gene; snRNA; snoRNA; CD-box;	Plant small nucleolar RNA U3
Plasmid_R1162	RF00043	Gene; antisense;	R1162-like plasmid antisense RNA
Plasmid_RNAIII	RF00235	Gene;	Plasmid RNAIII
plasmodium_snoR11	RF01589	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snoR11
plasmodium_snoR14	RF01590	Gene; snRNA; snoRNA; CD-box;	small nucleolar RNA snoR14
plasmodium_snoR16	RF01593	Gene; snRNA; snoRNA; CD-box;	small nucleolar RNA snoR16
plasmodium_snoR17	RF01592	Gene; snRNA; snoRNA; CD-box;	small nucleolar RNA snoR17
plasmodium_snoR20	RF01596	Gene; snRNA; snoRNA; CD-box;	small nucleolar RNA snoR20
plasmodium_snoR21	RF01864	Gene; snRNA; snoRNA; CD-box;	small nucleolar RNA snoR21
plasmodium_snoR24	RF01599	Gene; snRNA; snoRNA; CD-box;	small nucleolar RNA snoR24
plasmodium_snoR26	RF01601	Gene; snRNA; snoRNA; CD-box;	small nucleolar RNA snoR26
plasmodium_snoR27	RF01602	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snoR27
plasmodium_snoR28	RF01604	Gene; snRNA; snoRNA; CD-box;	small nucleolar RNA snoR28
plasmodium_snoR30	RF01605	Gene; snRNA; snoRNA; CD-box;	small nucleolar RNA snoR30
plasmodium_snoR31	RF01606	Gene; snRNA; snoRNA; HACA-box;	small nucleolar RNA snoR31
pntA	RF01810	Gene; sRNA;	pntA sRNA
Polynucleobacter-1	RF01718	Gene; sRNA;	Polynucleobacter-1 RNA
poplar-1	RF03041	Gene; sRNA;	poplar-1 RNA
porB	RF03042	Gene; sRNA;	porB RNA
Poribacteria-1	RF03113	Gene; sRNA;	Poribacteria-1 RNA
Pospi_RY	RF00362	Cis-reg;	Pospiviroid RY motif stem loop
potC	RF01751	Cis-reg;	potC RNA
Pox_AX_element	RF00384	Cis-reg;	Poxvirus AX element late mRNA cis-regulatory element
ppoRNA	RF02554	Gene; rRNA;	mt-5S-like P. polycephalum
PreQ1	RF00522	Cis-reg; riboswitch;	PreQ1 riboswitch
preQ1-II	RF01054	Cis-reg; riboswitch;	preQ1-II (pre queuosine) riboswitch
PreQ1-III	RF02680	Cis-reg; riboswitch;	PreQ1-III riboswitch
Prevotella-2	RF03043	Gene; sRNA;	Prevotella-2 RNA
PrfA	RF00038	Cis-reg; thermoregulator;	PrfA thermoregulator UTR
Prion_pknot	RF00523	Cis-reg;	Prion pseudoknot
pRNA	RF01518	Gene;	NoRC associated RNA, pRNA
Proteo-phage-1	RF03044	Gene; sRNA;	Proteo-phage-1 RNA
Protozoa_SRP	RF01856	Gene;	Protozoan signal recognition particle RNA
proV	RF03045	Gene; sRNA;	proV RNA
PrrB_RsmZ	RF00166	Gene; sRNA;	PrrB/RsmZ RNA family
PrrF	RF00444	Gene; sRNA;	PrrF RNA
psaA	RF01752	Cis-reg;	psaA RNA
psbNH	RF01753	Cis-reg;	psbNH RNA
Pseudomon-1	RF01719	Gene; sRNA;	Pseudomon-1/ErsA RNA
Pseudomon-groES	RF01721	Cis-reg;	Pseudomon-groES RNA
Pseudomon-Rho	RF01720	Cis-reg;	Pseudomon-Rho RNA
Pseudomonadales-1	RF03046	Gene; sRNA;	Pseudomonadales-1 RNA
PsiU1-6	RF02665	Gene; snRNA; snoRNA; scaRNA;	Drosophila small cajal body-specific RNA PsiU1-6
PsiU2-35.45	RF02666	Gene; snRNA; snoRNA; scaRNA;	Drosophila small cajal body-specific RNA PsiU2-35.45
PsiU2-38.40.42	RF02667	Gene; snRNA; snoRNA; scaRNA;	Drosophila small cajal body-specific RNA PsiU2-38.40.4
PsiU2-55	RF02668	Gene; snRNA; snoRNA; scaRNA;	Drosophila small cajal body-specific RNA PsiU2-55
PsiU6-40	RF02669	Gene; snRNA; snoRNA; scaRNA;	Drosophila small cajal body-specific RNA PsiU6-40
psm_mec_RNA	RF02693	Gene; sRNA;	psm_mec locus RNA
psRNA14	RF02351	Gene; sRNA;	Proteobacteria sRNA psRNA14
psRNA2	RF02349	Gene; sRNA;	Proteobacterial sRNA psRNA2
psRNA6	RF02350	Gene; sRNA;	Nitrosomonas sRNA psRNA6
PsrR1	RF02701	Gene; sRNA;	Photosynthesis regulatory RNA1
PssrA	RF02797	Gene; sRNA;	Plasmid-encoded Shigella sRNA A
PtaRNA1	RF01811	Gene; antitoxin;	Plasmid transferred anti-sense RNA
purD	RF01069	Cis-reg;	purD RNA motif
Purine	RF00167	Cis-reg; riboswitch;	Purine riboswitch
PutA_thermometer	RF02780	Cis-reg; thermoregulator;	PutA 5' UTR thermometer
PVT1_1	RF02164	Gene; lncRNA;	Pvt1 oncogene conserved region 1
PVT1_2	RF02165	Gene; lncRNA;	Pvt1 oncogene conserved region 2
PVT1_3	RF02166	Gene; lncRNA;	Pvt1 oncogene conserved region 3
PVT1_4	RF02167	Gene; lncRNA;	Pvt1 oncogene conserved region 4
PVT1_5	RF02168	Gene; lncRNA;	Pvt1 oncogene conserved region 5
PVT1_6	RF02169	Gene; lncRNA;	Pvt1 oncogene conserved region 6
PVT1_7	RF02170	Gene; lncRNA;	Pvt1 oncogene conserved region 7
PVX_3	RF00184	Cis-reg;	Potato virus X cis-acting regulatory element
Pxr	RF01812	Gene; sRNA;	Pxr regulatory sRNA
PYLIS_1	RF01982	Cis-reg;	Pyrrolysine insertion sequence 1
PYLIS_2	RF02509	Cis-reg;	Pyrrolysine insertion sequence mtbB
PYLIS_3	RF02510	Cis-reg;	Pyrrolysine insertion sequence mttB
PYLIS_4	RF02511	Cis-reg;	Pyrrolysine insertion sequence TetR
PYLIS_5	RF02512	Cis-reg;	Pyrrolysine insertion sequence transposase 1
PYLIS_6	RF02513	Cis-reg;	Pyrrolysine insertion sequence transposase 2
PyrC_leader	RF02372	Cis-reg; leader;	PyrC leader
PyrD_leader	RF02373	Cis-reg; leader;	PyrD leader
PyrG_leader	RF02371	Cis-reg; leader;	PyrG leader
Pyrobac-1	RF01722	Gene; sRNA;	Pyrobac-1 RNA
PyrR	RF00515	Cis-reg;	PyrR binding site
PyrR201	RF02801	Gene; snRNA; snoRNA; HACA-box;	Pyrobaculum sRNA 201
PyrR204	RF02802	Gene; snRNA; snoRNA; HACA-box;	Pyrobaculum sRNA 204
PyrR205	RF02803	Gene; snRNA; snoRNA; HACA-box;	Pyrobaculum sRNA 205
PyrR206	RF02804	Gene; snRNA; snoRNA; HACA-box;	Pyrobaculum sRNA 206
PyrR207	RF02805	Gene; snRNA; snoRNA; HACA-box;	Pyrobaculum sRNA 207
PyrR208	RF02806	Gene; snRNA; snoRNA; HACA-box;	Pyrobaculum sRNA 208
PyrR209	RF02807	Gene; snRNA; snoRNA; HACA-box;	Pyrobaculum sRNA 209
PyrR210	RF02808	Gene; snRNA; snoRNA; HACA-box;	Pyrobaculum sRNA 210
Qrr	RF00378	Gene; sRNA;	Qrr RNA
queA	RF03093	Gene; sRNA;	queA RNA
R2_retro_el	RF00524	Cis-reg;	R2 RNA element
radC	RF01754	Cis-reg;	radC RNA
RAGATH-1-hammerhead	RF03152	Gene; ribozyme;	RAGATH-1 hammerhead ribozyme
RAGATH-10	RF03147	Gene; sRNA;	RAGATH-10 RNA
RAGATH-11	RF03148	Gene; sRNA;	RAGATH-11 RNA
RAGATH-12	RF03149	Gene; sRNA;	RAGATH-12 RNA
RAGATH-13	RF02688	Gene; ribozyme;	RAGATH-13 RNA
RAGATH-14	RF03145	Gene; sRNA;	RAGATH-14 RNA
RAGATH-15	RF03150	Gene; sRNA;	RAGATH-15 RNA
RAGATH-16	RF03047	Gene; sRNA;	RAGATH-16 RNA
RAGATH-17	RF03095	Gene; sRNA;	RAGATH-17 RNA
RAGATH-18	RF03064	Gene; sRNA;	RAGATH-18 RNA
RAGATH-19	RF03096	Gene; sRNA;	RAGATH-19 RNA
RAGATH-20	RF03048	Gene; sRNA;	RAGATH-20 RNA
RAGATH-21	RF03097	Gene; sRNA;	RAGATH-21 RNA
RAGATH-22	RF03098	Gene; sRNA;	RAGATH-22 RNA
RAGATH-23	RF03099	Gene; sRNA;	RAGATH-23 RNA
RAGATH-24	RF03049	Gene; sRNA;	RAGATH-24 RNA
RAGATH-25	RF03050	Gene; sRNA;	RAGATH-25 RNA
RAGATH-26	RF03051	Gene; sRNA;	RAGATH-26 RNA
RAGATH-27	RF03100	Gene; sRNA;	RAGATH-27 RNA
RAGATH-28	RF03052	Gene; sRNA;	RAGATH-28 RNA
RAGATH-30	RF03055	Gene; sRNA;	RAGATH-30 RNA
RAGATH-31	RF03101	Gene; sRNA;	RAGATH-31 RNA
RAGATH-32	RF02922	Cis-reg;	RAGATH-32 RNA
RAGATH-33	RF03102	Gene; sRNA;	RAGATH-33 RNA
RAGATH-34	RF03103	Gene; sRNA;	RAGATH-34 RNA
RAGATH-35	RF03056	Gene; sRNA;	RAGATH-35 RNA
RAGATH-36	RF03104	Gene; sRNA;	RAGATH-36 RNA
RAGATH-4	RF03153	Gene; sRNA;	RAGATH-4 RNA
RAGATH-5	RF02685	Gene; ribozyme;	RAGATH-5 RNA
RAGATH-6	RF02686	Gene; ribozyme;	RAGATH-6 RNA
RAGATH-7	RF03159	Gene; sRNA;	RAGATH-7 RNA
RAGATH-7-assoc	RF03105	Gene; sRNA;	RAGATH-7-assoc RNA
RAGATH-8	RF02687	Gene; sRNA;	RAGATH-8 RNA
RAGATH-9	RF03146	Gene; sRNA;	RAGATH-9 RNA
raiA	RF03072	Cis-reg; riboswitch;	raiA RNA
raiA-hairpin	RF03059	Gene; sRNA;	raiA-hairpin RNA
RalA	RF02694	Gene; sRNA;	RalR antitoxin
RatA	RF01776	Gene; antitoxin;	RNA anti-toxin A
RCNMV_5UTR	RF01454	Cis-reg;	5'UTR enhancer element
RCNMV_TE_DR1	RF01453	Cis-reg;	3'TE-DR1 translation enhancer element
RcsR1	RF02552	Gene; sRNA;	RcsR1 sRNA
rdlD	RF01813	Gene; antitoxin;	rdlD antitoxin
Ref1C	RF02845	Gene; sRNA;	Enterococcus sRNA 1C
Ref55	RF02838	Gene; sRNA;	Enterococcus sRNA 55
Ref64	RF02847	Gene; sRNA;	Enterococcus sRNA 64
Ref66	RF02839	Gene; antisense;	Enterococcus sRNA 66
Ref68	RF02840	Gene; sRNA;	Enterococcus sRNA 68 (Lacto-3 RNA)
Ref70	RF02841	Gene; sRNA;	Enterococcus sRNA 70
Ref84	RF02846	Gene; antisense;	Enterococcus sRNA 84
RefA1	RF02842	Gene; sRNA;	Enterococcus sRNA A1
RefA5	RF02843	Gene; antisense;	Enterococcus sRNA A5
RefA9	RF02844	Gene; antisense;	Enterococcus sRNA A9
RefB11	RF02848	Gene; sRNA;	Enterococcus sRNA B11
REN-SRE	RF00180	Cis-reg;	Renin stability regulatory element (REN-SRE)
Retro_dr1	RF00214	Cis-reg;	Retrovirus direct repeat 1 (dr1)
Rev11	RF02736	Gene; antisense;	Soft rot Enterobacteriaceae Rev 11 asRNA
Rev13	RF02737	Gene; antisense;	Soft rot Enterobacteriaceae Rev 13 asRNA
Rev24	RF02738	Gene; antisense;	Soft rot Enterobacteriaceae Rev 24 asRNA
Rev39_5p_UTR	RF02744	Cis-reg;	Soft rot Enterobacteriaceae Rev 39 5'UTR
Rev41	RF02739	Gene; sRNA;	Soft rot Enterobacteriaceae Rev 41 sRNA
Rev42_5p_UTR	RF02745	Cis-reg;	Soft rot Enterobacteriaceae Rev 42 5'UTR
Rev44	RF02741	Gene; antisense;	Soft rot Enterobacteriaceae Rev 44 asRNA
Rev72	RF02742	Gene; antisense;	Soft rot Enterobacteriaceae Rev 72 asRNA
RFPL3-AS1_1	RF02171	Gene; lncRNA;	RFPL3 antisense RNA 1 conserved region 1
RFPL3-AS1_2	RF02172	Gene; lncRNA;	RFPL3 antisense RNA 1 conserved region 2
RF_site1	RF01074	Cis-reg; frameshift_element;	Putative RNA-dependent RNA polymerase ribosomal frameshift site
RF_site2	RF01076	Cis-reg; frameshift_element;	Polymerase ribosomal frameshift site
RF_site3	RF01079	Cis-reg; frameshift_element;	Putative RNA-dependent RNA polymerase ribosomal frameshift site
RF_site4	RF01090	Cis-reg; frameshift_element;	Edr gene ribosomal frameshift signal
RF_site5	RF01093	Cis-reg; frameshift_element;	Ma3 gene ribosomal frameshift signal
RF_site6	RF01094	Cis-reg; frameshift_element;	Polymerase ribosomal frameshift site
RF_site8	RF01097	Cis-reg; frameshift_element;	Gag/pro ribosomal frameshift site
